Make,Model,Modulation,Weight(oz),L(in),W(in),H(in),Torque(which_V),Torque(oz-in),Speed(which_V),Speed(s/60deg),Motor Type,Rotation,Gear Material,Typical Price
Scanner RC,SSV-9450HMG,Digital,0.81,1.16,0.51,1.02,6.0,97.0,6.0,0.16,(add),(add),Metal,(add)
Scanner RC,SSV-9452HMG,Digital,0.81,1.16,0.51,1.02,6.0,54.0,6.0,0.08,(add),(add),Metal,(add)
Scanner RC,SSV-9612MG,Analog,1.20,1.65,0.78,0.87,4.8,74.0,4.8,0.13,(add),Dual Bearings,Metal,(add)
Scanner RC,SSV-9612MG,Analog,1.20,1.65,0.78,0.87,6.0,90.0,6.0,0.11,(add),Dual Bearings,Metal,(add)
Scanner RC,SSV-9704,Analog,1.48,1.6,0.78,1.54,4.8,54.0,4.8,0.23,(add),Bushing,Plastic,(add)
Scanner RC,SSV-9704,Analog,1.48,1.6,0.78,1.54,6.0,60.0,6.0,0.21,(add),Bushing,Plastic,(add)
Scanner RC,SSV-9726,Analog,1.48,1.6,0.78,1.54,4.8,97.0,4.8,0.13,(add),Single Bearing,Plastic,(add)
Scanner RC,SSV-9766MG,Analog,1.69,1.6,0.78,1.54,4.8,97.0,4.8,0.11,(add),Dual Bearings,Metal,(add)
Scanner RC,SSV-9846MG,Digital,1.59,1.6,0.78,1.52,4.8,70.0,4.8,0.15,(add),(add),Metal,(add)
Scanner RC,SSV-9846MG,Digital,1.59,1.6,0.78,1.52,6.0,84.0,6.0,0.13,(add),(add),Metal,(add)
SkyHolic,DGS-288,Digital,1.62,1.57,0.79,1.34,4.8,83.3,4.8,0.12,Brushed,Dual Bearings,Metal,(add)
SkyHolic,DGS-288,Digital,1.62,1.57,0.79,1.34,7.4,97.2,7.4,0.1,Brushed,Dual Bearings,Metal,(add)
SkyHolic,HDS-377,Digital,1.39,1.46,0.71,1.18,4.8,62.5,4.8,0.12,Brushed,Dual Bearings,Metal,(add)
SkyHolic,HDS-377,Digital,1.39,1.46,0.71,1.18,6.0,66.7,6.0,0.1,Brushed,Dual Bearings,Metal,(add)
SkyHolic,HDS-477,Digital,1.15,1.22,0.59,1.2,4.8,55.5,4.8,0.12,Brushed,Single Bearing,Metal,(add)
SkyHolic,HDS-477,Digital,1.15,1.22,0.59,1.2,6.0,62.5,6.0,0.1,Brushed,Single Bearing,Metal,(add)
SkyHolic,HDS-577,Digital,0.69,1.1,0.53,1.1,4.8,55.5,4.8,0.12,Brushed,Bushing,Metal,(add)
SkyHolic,HDS-577,Digital,0.69,1.1,0.53,1.1,6.0,62.5,6.0,0.1,Brushed,Bushing,Metal,(add)
Spektrum,A6000,Digital,1.48,1.6,0.8,1.5,6.0,90.0,6.0,0.14,Brushed,Dual Bearings,Plastic,29.99
Spektrum,A6010,Digital,1.73,1.6,0.8,1.5,6.0,100.0,6.0,0.14,Brushed,Dual Bearings,Metal,39.99
Spektrum,H5000,Digital,0.92,1.4,0.6,1.1,6.0,64.0,6.0,0.11,Coreless,Dual Bearings,Plastic,54.99
Spektrum,H5010,Digital,1.04,1.38,0.59,1.14,6.0,63.9,6.0,0.11,Coreless,Dual Bearings,Metal,67.99
Spektrum,H6010,Digital,1.73,1.61,0.79,1.54,6.0,100.0,6.0,0.14,Brushed,Dual Bearings,Metal,39.99
Spektrum,S6000,Digital,1.48,1.6,0.8,1.5,6.0,90.0,6.0,0.14,Brushed,Dual Bearings,Plastic,29.99
Spektrum,S6010,Digital,1.73,1.6,0.8,1.5,6.0,100.0,6.0,0.14,Brushed,Dual Bearings,Metal,39.99
Spektrum,S6070,Digital,1.57,1.61,0.8,1.0,4.8,97.2,4.8,0.1,Coreless,Dual Bearings,Metal,79.99
SpringRC,SM-S3471M,Digital,1.06,1.4,0.6,1.19,6.0,55.5,6.0,0.06,Coreless,Dual Bearings,Metal,25.10
SpringRC,SM-S3481M,Digital,1.06,1.4,0.6,1.19,4.8,69.4,4.8,0.1,Coreless,Dual Bearings,Metal,26.43
SpringRC,SM-S3481M,Digital,1.06,1.4,0.6,1.19,6.0,86.1,6.0,0.08,Coreless,Dual Bearings,Metal,26.43
SpringRC,SM-S4303B,Analog,1.55,1.65,0.81,1.56,6.0,60.6,6.0,0.14,(add),Dual Bearings,Plastic,(add)
SpringRC,SM-S4303R,Analog,1.55,1.65,0.81,1.56,6.0,66.7,6.0,0.14,(add),Dual Bearings,Hybrid,(add)
SpringRC,SM-S4303S,Analog,1.41,1.65,0.81,1.56,6.0,57.8,6.0,0.18,(add),Bushing,Hybrid,(add)
SpringRC,SM-S4306B,Analog,1.55,1.65,0.81,1.56,4.8,79.8,4.8,0.18,(add),Dual Bearings,Plastic,(add)
SpringRC,SM-S4306B,Analog,1.55,1.65,0.81,1.56,6.0,92.2,6.0,0.16,(add),Dual Bearings,Plastic,(add)
SpringRC,SM-S4306H,Analog,2.01,1.65,0.81,1.56,4.8,79.8,4.8,0.18,(add),Dual Bearings,Hybrid,(add)
SpringRC,SM-S4306H,Analog,2.01,1.65,0.81,1.56,6.0,95.0,6.0,0.16,(add),Dual Bearings,Hybrid,(add)
SpringRC,SM-S4306R,Analog,1.55,1.65,0.81,1.56,4.8,69.4,4.8,0.2,(add),Dual Bearings,Hybrid,(add)
SpringRC,SM-S4306R,Analog,1.55,1.65,0.81,1.56,6.0,86.1,6.0,0.17,(add),Dual Bearings,Hybrid,(add)
SpringRC,SM-S4461M,Digital,1.41,1.59,0.8,1.46,4.8,82.8,4.8,0.16,Coreless,Dual Bearings,Metal,27.72
SpringRC,SM-S4461M,Digital,1.41,1.59,0.8,1.46,6.0,93.8,6.0,0.14,Coreless,Dual Bearings,Metal,27.72
SpringRC,SR-401P,Analog,1.55,1.58,0.8,1.63,6.0,52.8,6.0,0.18,(add),Single Bearing,Plastic,(add)
SpringRC,SR-401P,Analog,1.55,1.58,0.8,1.63,7.4,57.8,7.4,0.16,(add),Single Bearing,Plastic,(add)
SpringRC,SR430,Analog,1.55,1.65,0.81,1.56,6.0,73.6,6.0,0.16,(add),Dual Bearings,Hybrid,(add)
Tower Hobbies,TS-115,Digital,0.60,1.2,0.5,1.1,4.8,50.0,4.8,0.2,(add),Single Bearing,Metal,29.99
Tower Hobbies,TS-115,Digital,0.60,1.2,0.5,1.1,6.0,58.0,6.0,0.16,(add),Single Bearing,Metal,29.99
Tower Hobbies,TS-126,Digital,1.40,1.5,0.8,1.4,4.8,61.0,4.8,0.23,(add),(add),Plastic,24.99
Tower Hobbies,TS-126,Digital,1.40,1.5,0.8,1.4,6.0,76.0,6.0,0.18,(add),(add),Plastic,24.99
Tower Hobbies,TS-140,Digital,1.90,1.6,0.8,1.5,4.8,65.0,4.8,0.18,(add),Dual Bearings,Metal,34.99
Tower Hobbies,TS-140,Digital,1.90,1.6,0.8,1.5,6.0,82.0,6.0,0.13,(add),Dual Bearings,Metal,34.99
Tower Hobbies,TS-35,(add),0.95,1.3,0.71,1.18,4.8,56.0,4.8,0.14,(add),Single Bearing,(add),19.99
Tower Hobbies,TS-35,(add),0.95,1.3,0.71,1.18,6.0,67.0,6.0,0.11,(add),Single Bearing,(add),19.99
Tower Hobbies,TS-35MG,(add),1.09,1.3,0.7,1.2,4.8,55.0,4.8,0.14,(add),Single Bearing,Metal,24.99
Tower Hobbies,TS-35MG,(add),1.09,1.3,0.7,1.2,6.0,67.0,6.0,0.11,(add),Single Bearing,Metal,24.99
Tower Hobbies,TS-59,(add),1.20,1.7,0.9,1.0,4.8,61.6,4.8,0.18,(add),Single Bearing,Metal,23.99
Tower Hobbies,TS-59,(add),1.20,1.7,0.9,1.0,6.0,77.0,6.0,0.14,(add),Single Bearing,Metal,23.99
Tower Hobbies,TS-63,(add),1.20,1.7,0.9,1.0,4.8,90.0,4.8,0.5,(add),Single Bearing,(add),29.99
Tower Hobbies,TS-64,(add),1.73,1.6,0.8,1.5,4.8,69.0,4.8,0.18,3-pole,Dual Bearings,(add),25.99
Tower Hobbies,TS-64,(add),1.73,1.6,0.8,1.5,6.0,83.0,6.0,0.15,3-pole,Dual Bearings,(add),25.99
Tower Hobbies,TS-65,(add),1.73,1.6,0.8,1.5,4.8,77.0,4.8,0.16,(add),(add),Plastic,29.99
Tower Hobbies,TS-67,(add),1.61,1.6,0.8,1.4,6.0,52.0,6.0,0.17,(add),Dual Bearings,(add),14.99
TowerPro,MG930,Digital,0.92,1.43,0.6,1.13,4.8,50.0,4.8,0.14,(add),Dual Bearings,Metal,(add)
TowerPro,MG930,Digital,0.92,1.43,0.6,1.13,6.0,62.5,6.0,0.11,(add),Dual Bearings,Metal,(add)
TowerPro,MG955H,Analog,1.94,1.6,0.78,1.69,4.8,97.2,4.8,0.17,3-pole,Dual Bearings,Metal,20.90
TowerPro,SG-5010,Digital,1.66,1.6,0.81,1.5,4.8,76.4,4.8,0.19,(add),Dual Bearings,Plastic,4.99
TowerPro,SG-5010,Digital,1.66,1.6,0.81,1.5,6.0,90.3,6.0,0.15,(add),Dual Bearings,Plastic,4.99
Traxxas,2018,Analog,1.50,1.59,0.77,1.58,6.0,72.0,6.0,0.22,(add),Bushing,Plastic,21.69
Traxxas,2055,Analog,1.59,1.6,0.8,1.43,6.0,86.0,6.0,0.2,Brushed,Bushing,Plastic,24.99
Traxxas,2056,Analog,1.59,2.17,0.79,1.69,6.0,80.0,6.0,0.23,Brushed,Single Bearing,Plastic,33.95
Turnigy,BMS-380MAX,Analog,0.61,1.02,0.51,1.02,4.8,56.9,4.8,0.16,(add),Single Bearing,Metal,26.50
Turnigy,BMS-380MAX,Analog,0.61,1.02,0.51,1.02,6.0,65.3,6.0,0.14,(add),Single Bearing,Metal,26.50
Turnigy,BMS-380MG,Analog,0.55,1.02,0.51,1.02,4.8,50.0,4.8,0.15,(add),Single Bearing,Metal,21.50
Turnigy,BMS-380MG,Analog,0.55,1.02,0.51,1.02,6.0,58.3,6.0,0.14,(add),Single Bearing,Metal,21.50
Turnigy,BMS-555MG,Analog,0.81,1.18,0.39,1.34,4.8,58.3,4.8,0.15,3-pole,Dual Bearings,Metal,19.99
Turnigy,BMS-555MG,Analog,0.81,1.18,0.39,1.34,6.0,65.3,6.0,0.13,3-pole,Dual Bearings,Metal,19.99
Turnigy,TGY-390DMH,Digital,0.79,1.14,0.51,1.18,4.8,63.9,4.8,0.14,Coreless,Dual Bearings,Metal,28.99
Turnigy,TGY-390DMH,Digital,0.79,1.14,0.51,1.18,6.0,75.0,6.0,0.11,Coreless,Dual Bearings,Metal,28.99
Turnigy,TGY-930,Digital,0.92,1.42,0.59,1.3,4.8,50.0,6.0,0.14,(add),Dual Bearings,Metal,13.99
Turnigy,TGY-MG930,Digital,0.92,1.42,0.6,1.13,4.8,50.0,4.8,0.14,(add),Dual Bearings,Metal,13.99
Turnigy,TGY-MG930,Digital,0.92,1.42,0.6,1.13,6.0,62.5,6.0,0.11,(add),Dual Bearings,Metal,13.99
Viverrine,VSD810,Digital,0.56,0.9,0.47,1.16,6.0,54.2,6.0,0.13,(add),(add),Hybrid,(add)
Volz,DA 10-05-42,Digital,0.67,1.03,0.39,1.49,5.0,59.5,5.0,0.14,(add),(add),Metal,(add)
Volz,DA 13-05-60,Digital,0.67,1.12,0.51,1.12,5.0,85.0,5.0,0.18,(add),(add),Metal,(add)
Volz,DA 15-05-60,Digital,0.91,1.28,0.57,1.55,5.0,85.0,5.0,0.18,(add),(add),Metal,(add)
Volz,Micro Maxx X,Digital,0.67,1.12,0.51,1.12,4.8,56.0,4.8,0.18,(add),Single Bearing,Metal,(add)
Volz,Micro Maxx X,Digital,0.67,1.12,0.51,1.12,6.0,67.0,6.0,0.13,(add),Single Bearing,Metal,(add)
Volz,Micro Maxx XP,Digital,0.67,1.12,0.51,1.12,4.8,67.0,4.8,0.18,(add),Single Bearing,Metal,145.00
Volz,Micro Maxx XP,Digital,0.67,1.12,0.51,1.12,6.0,82.0,6.0,0.13,(add),Single Bearing,Metal,145.00
Volz,Speed Maxx XP,Digital,0.67,1.12,0.51,1.12,4.8,67.0,4.8,0.1,(add),Single Bearing,Metal,(add)
Volz,Speed Maxx XP,Digital,0.67,1.12,0.51,1.12,6.0,82.0,6.0,0.09,(add),Single Bearing,Metal,(add)
Volz,Wing Maxx HP ,Digital,0.67,1.17,0.39,1.49,4.8,51.0,4.8,0.15,(add),Single Bearing,Metal,(add)
Volz,Wing Maxx HP ,Digital,0.67,1.17,0.39,1.49,6.0,59.0,6.0,0.11,(add),Single Bearing,Metal,(add)
Walkera,WK-020-2,Analog,0.66,1.12,0.53,1.17,4.8,83.3,4.8,0.16,(add),(add),Metal,21.00
Walkera,WK-2001,Digital,0.66,1.12,0.53,1.17,4.8,83.3,4.8,0.16,(add),(add),(add),(add)
Waypoint,W-150 Power,Analog,0.58,1.16,0.51,1.02,4.8,54.0,4.8,0.15,3-pole,(add),Metal,(add)
Waypoint,W-150MG,Analog,0.55,1.16,0.51,1.02,4.8,50.0,4.8,0.15,3-pole,(add),Metal,21.50
Waypoint,W-150MGR,Analog,0.57,1.16,0.51,1.02,4.8,52.0,4.8,0.19,3-pole,(add),Metal,(add)
Waypoint,W-1631,Analog,1.52,1.6,0.78,1.54,6.0,89.0,6.0,0.08,(add),Dual Bearings,Plastic,(add)
Waypoint,W-1631MG,Analog,1.62,1.6,0.78,1.54,6.0,89.0,6.0,0.08,(add),Dual Bearings,Metal,(add)
Waypoint,W-1706MS,Analog,1.13,1.65,0.85,0.87,6.0,73.0,6.0,0.11,(add),Dual Bearings,Metal,(add)
Xcore,X0907,Digital,1.62,1.58,0.79,1.04,4.8,97.2,4.8,0.09,Coreless,Dual Bearings,Metal,54.99
Xcore,XDF-1,Digital,2.12,1.61,0.79,1.35,4.8,97.2,4.8,0.1,Coreless,Dual Bearings,Metal,(add)
XQ-Power,XQ-RS3003S,Analog,1.27,1.61,0.79,1.5,6.0,54.1,6.0,0.16,Brushed,Dual Bearings,Plastic,(add)
XQ-Power,XQ-S3003S,Analog,1.27,1.61,0.79,1.5,6.0,54.1,6.0,0.16,Brushed,Bushing,Plastic,(add)
XQ-Power,XQ-S3006M,Analog,1.83,1.61,0.82,1.5,4.8,83.3,4.8,0.18,Brushed,Dual Bearings,Metal,(add)
XQ-Power,XQ-S3006M,Analog,1.83,1.61,0.82,1.5,6.0,94.4,6.0,0.16,Brushed,Dual Bearings,Metal,(add)
XQ-Power,XQ-S3006S,Analog,1.41,1.61,0.79,1.5,4.8,80.5,4.8,0.18,Brushed,Dual Bearings,Plastic,(add)
XQ-Power,XQ-S3006S,Analog,1.41,1.61,0.79,1.5,6.0,88.8,6.0,0.16,Brushed,Dual Bearings,Plastic,(add)
XQ-Power,XQ-S3007B,Analog,1.06,1.58,0.91,0.97,4.8,94.4,4.8,0.5,Brushed,Dual Bearings,Plastic,(add)
XQ-Power,XQ-S3008D,Digital,1.62,1.58,0.79,0.99,4.8,97.2,4.8,0.12,Coreless,Dual Bearings,Metal,(add)
XTM Racing,X-77 MGHS ,(add),0.62,,,,4.8,77.0,4.8,0.15,(add),(add),Metal,21.99
Zebra,ZS-S2113,Analog,1.52,1.58,0.79,1.44,6.0,52.8,6.0,0.14,Brushed,Bushing,Plastic,(add)
